min.log.penalty,max.log.penalty
12.31971,Inf
16.70633,Inf
12.07742,Inf
11.41668,Inf
10.95435,Inf
5.457444,Inf
8.761881,Inf
11.90655,Inf
10.43077,Inf
11.56235,Inf
5.364259,Inf
5.661895,Inf
5.725826,Inf
6.667322,Inf
5.393903,Inf
6.392744,Inf
4.017138,Inf
11.0665,Inf
5.140983,Inf
5.478147,Inf
16.6078,Inf
10.32689,Inf
9.545746,Inf
11.88392,Inf
12.27525,Inf
8.114216,Inf
9.947151,Inf
12.46756,Inf
8.077815,Inf
6.274292,Inf
4.602743,Inf
5.816013,Inf
4.56683,Inf
6.016345,Inf
6.575067,Inf
5.217955,Inf
4.598627,Inf
10.44526,Inf
3.755182,Inf
11.4564411144846,13.0803826131796
15.05206,Inf
5.727022,Inf
12.86558,Inf
12.5423934714422,12.6446013787869
12.1733942977666,13.0172661902258
11.9584,Inf
12.07878,Inf
12.51192,Inf
11.5278903808321,12.7336138044499
12.61842,Inf
12.5314,Inf
11.1704208510549,12.3524307728559
11.75512,Inf
12.3572061278078,12.3702652211757
11.2632430261177,12.6771439394842
12.118675755057,12.6218675108364
11.8391375959441,13.4774594389604
12.01,Inf
6.441188,Inf
12.21014,Inf
5.421995,Inf
11.75747,Inf
9.26483575999227,12.009322736272
15.84461,Inf
9.52470097903935,10.6869170822222
9.69883921549169,10.1843315777476
8.601457,Inf
8.852053,Inf
9.279017,Inf
9.92828582350336,10.057597428223
8.96490562966829,10.1844658893202
10.7213554712841,10.7367300501702
11.1346130482457,Inf
9.36104283347517,10.4222483885759
8.14413790495616,9.77817692071376
5.576436,Inf
6.486823,Inf
8.64756307704604,8.91078673153178
15.48794,Inf
8.27123930330129,8.78625804175554
8.83609719060665,9.2732207681446
8.055796,Inf
10.75032,Inf
7.497626,Inf
7.498086,Inf
8.96962523360891,9.71423486923464
9.6097129719114,10.7066363904255
8.89127139937738,9.88237971169477
9.01132840773734,9.11414557977981
8.85099136570797,9.0638611353597
7.93823413064298,9.08389389856019
9.224358,Inf
5.65596,Inf
5.846412,Inf
5.33081,Inf
5.991993,Inf
5.74729,Inf
6.929103,Inf
6.703534,Inf
6.251365,Inf
4.58666,Inf
5.503432,Inf
4.837097,Inf
5.406131,Inf
10.62974,Inf
11.17616,Inf
16.23134,Inf
11.09507,Inf
11.17136,Inf
10.89798,Inf
11.32186,Inf
9.216457,Inf
11.48506,Inf
9.097051,Inf
10.78917,Inf
11.54188,Inf
10.78399,Inf
11.48146,Inf
9.960312,Inf
11.05733,Inf
4.567457,Inf
6.310031,Inf
5.099421,Inf
8.404169,Inf
6.730279,Inf
8.108057,Inf
6.051922,Inf
10.72769,Inf
10.92866,Inf
12.15944,Inf
11.17041,Inf
