unweighted.quartile.0%,unweighted.quartile.25%,unweighted.quartile.50%,unweighted.quartile.75%,unweighted.quartile.100%,weighted.quartile.0%,weighted.quartile.25%,weighted.quartile.50%,weighted.quartile.75%,weighted.quartile.100%,unweighted.mean,weighted.mean,bases,data,log+1.unweighted.quartile.0%,log+1.unweighted.quartile.25%,log+1.unweighted.quartile.50%,log+1.unweighted.quartile.75%,log+1.unweighted.quartile.100%,log+1.weighted.quartile.0%,log+1.weighted.quartile.25%,log+1.weighted.quartile.50%,log+1.weighted.quartile.75%,log+1.weighted.quartile.100%,log+1.unweighted.mean,log+1.weighted.mean,log+1.bases,log+1.data,log.unweighted.quartile.25%,log.unweighted.quartile.50%,log.unweighted.quartile.75%,log.unweighted.quartile.100%,log.weighted.quartile.75%,log.weighted.quartile.100%,log.unweighted.mean,log.weighted.mean,log.bases,log.data,log.log.unweighted.quartile.25%,log.log.unweighted.quartile.50%,log.log.unweighted.quartile.75%,log.log.unweighted.quartile.100%,log.log.weighted.quartile.75%,log.log.weighted.quartile.100%,log.log.unweighted.mean,log.log.weighted.mean,log.log.bases,log.log.data
0,5,9,13,47,0,3,6,10,47,9.58219506012899,6.57958280174264,340174,35507,0,1.79175946922806,2.30258509299405,2.63905732961526,3.87120101090789,0,1.38629436111989,1.94591014905531,2.39789527279837,3.87120101090789,2.35917287751267,2.02545815879162,12.7372154700591,10.4775133021882,1.6094379124341,2.19722457733622,2.56494935746154,3.85014760171006,2.30258509299405,3.85014760171006,2.25990669518642,1.88397133933663,12.7372125303913,10.4774851391241,0.475884995327111,0.787195008176644,0.941938734748111,1.34811148567132,0.834032445247956,1.34811148567132,0.815323527116187,0.633381963372124,2.54452782953195,2.34922868245522
0,7,13,18,47,0,2,6,12,47,13.2601464507634,7.94495056839729,340167,43291,0,2.07944154167984,2.63905732961526,2.94443897916644,3.87120101090789,0,1.09861228866811,1.94591014905531,2.56494935746154,3.87120101090789,2.65746868497293,2.19108919077406,12.7371948922035,10.675723139415,1.94591014905531,2.56494935746154,2.89037175789616,3.85014760171006,2.484906649788,3.85014760171006,2.58476302924902,2.07253657824463,12.7371919524753,10.6757000401923,0.665729810578276,0.941938734748111,1.06138512980168,1.34811148567132,0.910235093365326,1.34811148567132,0.949633832287908,0.728773257205523,2.54452621395612,2.36797013450016
0,2,5,8,43,0,0,1,3,43,5.82310678008093,2.2284971915479,340223,12109,0,1.09861228866811,1.79175946922806,2.19722457733622,3.78418963391826,0,0,0.693147180559945,1.38629436111989,3.78418963391826,1.92031490773002,1.17201676319022,12.7373595031928,9.40178683654714,0.693147180559945,1.6094379124341,2.07944154167984,3.76120011569356,1.09861228866811,3.76120011569356,1.7618339303274,0.80132745316042,12.7373565639485,9.40170425675437,-0.366512920581664,0.475884995327111,0.732099368086445,1.32473808618053,0.0940478276166991,1.32473808618053,0.566355272406622,-0.221485610008236,2.54453913755892,2.24089097675243
0,5,9,14,39,0,0,3,8,39,10.4079854290918,4.90417670942116,340627,28001,0,1.79175946922806,2.30258509299405,2.70805020110221,3.68887945411394,0,0,1.38629436111989,2.19722457733622,3.68887945411394,2.4343135864176,1.77566001730778,12.7385462517003,10.2400312151779,1.6094379124341,2.19722457733622,2.63905732961526,3.66356164612965,2.07944154167984,3.66356164612965,2.34257334123726,1.59008723171659,12.738543315942,10.2399955028053,0.475884995327111,0.787195008176644,0.970421781277365,1.29843580158963,0.732099368086445,1.29843580158963,0.851250043599669,0.463788877442076,2.54463230419877,2.3263011804321
0,5,8,12,37,0,1,4,8,37,8.69435544345218,4.89538001140593,340174,29338,0,1.79175946922806,2.19722457733622,2.56494935746154,3.63758615972639,0,0.693147180559945,1.6094379124341,2.19722457733622,3.63758615972639,2.27154380308606,1.77416899525448,12.7372154700591,10.2866729679532,1.6094379124341,2.07944154167984,2.484906649788,3.61091791264422,2.07944154167984,3.61091791264422,2.1626740154958,1.58829190553427,12.7372125303913,10.2866388830477,0.475884995327111,0.732099368086445,0.910235093365326,1.28396200945433,0.732099368086445,1.28396200945433,0.771345426179826,0.462659165538156,2.54452782953195,2.33084585732817
0,2,4,7,18,0,0,2,4,18,4.73795699610796,2.44501016835748,340763,15673,0,1.09861228866811,1.6094379124341,2.07944154167984,2.94443897916644,0,0,1.09861228866811,1.6094379124341,2.94443897916644,1.74710322295248,1.23692685608898,12.7389454345548,9.65975856761281,0.693147180559945,1.38629436111989,1.94591014905531,2.89037175789616,1.38629436111989,2.89037175789616,1.55560602931464,0.894049281755603,12.7389424999682,9.65969476565407,-0.366512920581664,0.326634259978281,0.665729810578276,1.06138512980168,0.326634259978281,1.06138512980168,0.441865199169189,-0.111994380321683,2.54466364041688,2.26796204996683
0,5,10,14,40,0,1,4,9,40,10.3584370424597,5.77200612395424,340303,32784,0,1.79175946922806,2.39789527279837,2.70805020110221,3.71357206670431,0,0.693147180559945,1.6094379124341,2.30258509299405,3.71357206670431,2.4299608195369,1.9127973685756,12.7375946147543,10.3977263726977,1.6094379124341,2.30258509299405,2.63905732961526,3.68887945411394,2.19722457733622,3.68887945411394,2.33780136082269,1.7530197018872,12.7375916762009,10.3976958704787,0.475884995327111,0.834032445247956,0.970421781277365,1.30532274096324,0.787195008176644,1.30532274096324,0.849210898286789,0.561339844830416,2.54455759586944,2.34158423068579
0,5,9,13,31,0,2,5,9,31,9.58524654122025,5.86948890430774,340132,33321,0,1.79175946922806,2.30258509299405,2.63905732961526,3.46573590279973,0,1.09861228866811,1.79175946922806,2.30258509299405,3.46573590279973,2.35946119588103,1.92708970816952,12.7370919965734,10.413973118489,1.6094379124341,2.19722457733622,2.56494935746154,3.43398720448515,2.19722457733622,3.43398720448515,2.26022509773387,1.76976756093645,12.7370890565426,10.4139431078352,0.475884995327111,0.787195008176644,0.941938734748111,1.23372203634287,0.787195008176644,1.23372203634287,0.815464409091568,0.570848216457483,2.54451813553911,2.34314559167943
0,4,8,12,36,0,2,5,8,36,8.626549984322,5.70457642353738,383815,35081,0,1.6094379124341,2.19722457733622,2.56494935746154,3.61091791264422,0,1.09861228866811,1.79175946922806,2.19722457733622,3.61091791264422,2.26452490454088,1.90279034151477,12.8579185500662,10.4654434574037,1.38629436111989,2.07944154167984,2.484906649788,3.58351893845611,2.07944154167984,3.58351893845611,2.154844655099,1.74126873402606,12.8579159446477,10.4654149523512,0.326634259978281,0.732099368086445,0.910235093365326,1.2763452613426,0.732099368086445,1.2763452613426,0.767718635156479,0.554614005006511,2.55395964849543,2.34807600655489
0,5,10,16,40,0,1,2,7,40,11.1973848069738,4.87480134848556,383838,30514,0,1.79175946922806,2.39789527279837,2.83321334405622,3.71357206670431,0,0.693147180559945,1.09861228866811,2.07944154167984,3.71357206670431,2.50122156867669,1.77067224643481,12.8579784728179,10.3259736449786,1.6094379124341,2.30258509299405,2.77258872223978,3.68887945411394,1.94591014905531,3.68887945411394,2.41568025165849,1.58407935459094,12.8579758675556,10.3259408736731,0.475884995327111,0.834032445247956,1.01978144053823,1.30532274096324,0.665729810578276,1.30532274096324,0.881980925146198,0.460003389732684,2.55396430887496,2.33465926047488
