min.log.penalty,max.log.penalty
-Inf,4.65660914354123
-Inf,6.45832334575611
-Inf,4.5678312795424
-Inf,3.95854679353624
2.85241453759548,4.0684178207961
-Inf,5.29363699336966
4.62553796283127,Inf
-Inf,4.35805005764276
4.15387098262874,6.82329516926302
-Inf,4.1292129880969
-Inf,4.38193078632946
2.79937673848025,4.25178158597908
-Inf,8.78544445366929
-Inf,4.19356288889519
2.39756356418134,3.98753293876807
3.31485371408004,3.38452419460198
4.61176122344228,Inf
2.82555093435442,4.43062717610867
-Inf,6.75650030458003
-Inf,5.32595446204931
-Inf,4.61934235575751
2.8302918102003,4.04055945618378
2.84528926800179,3.99897384279593
4.48774890978366,Inf
2.61598974463992,5.58449890791738
-Inf,4.9766255989864
-Inf,4.48206441448374
4.26409035918879,Inf
2.80940560697769,3.77059420479809
2.91491954488875,3.92470639845813
3.4852127445266,3.69384022957173
2.58611533145236,3.56455168994993
-Inf,3.13078801283841
-Inf,4.09075899283838
2.86250902650542,3.85722280238453
-Inf,4.25217260048722
2.88230339335137,3.42802293778618
-Inf,4.57063728001005
3.1680246146576,4.47669259887137
-Inf,6.93925590150029
-Inf,4.36736495181869
-Inf,4.72335188263467
3.94969710162854,4.27607369214416
3.4749866855497,4.30423947809598
-Inf,4.21787257690326
-Inf,4.08105223573429
-Inf,4.48538204848836
-Inf,4.81922992823552
4.72298288161711,Inf
3.65446927829558,4.7409660393199
-Inf,2.11481949033049
-Inf,5.08497574411824
3.57506855629289,4.61286286249162
-Inf,4.80929183619318
2.59051551181707,3.95948127758178
-Inf,4.91185209597993
2.98490705353912,Inf
-Inf,4.72003514009242
2.57017256006618,4.05502288210826
-Inf,4.54637981366369
-Inf,4.79481751576224
-Inf,4.88832277050712
-Inf,4.58001852990598
3.51377263923398,3.59666440574357
-Inf,4.11731234923523
-Inf,4.60951156337546
-Inf,4.03607456375029
-Inf,4.64291100669942
3.1217656950785,4.70470202742062
3.0902468886933,5.07660194052045
-Inf,5.1247602886567
-Inf,5.40619144549482
-Inf,3.85645062543047
-Inf,4.40942220039155
-Inf,8.21246503165529
-Inf,5.29174089677404
2.79599083398094,8.76244496755236
-Inf,4.80158692530425
-Inf,4.77216421987914
-Inf,4.34509742079414
4.60634914488845,Inf
2.37910286609363,6.26073646479391
4.62774930718308,7.01186761954543
-Inf,7.08141885865333
-Inf,4.35123176985132
4.37357692845039,Inf
-Inf,7.2521145625777
-Inf,4.46528336746833
4.166270750174,4.28740469635755
7.64805501768263,Inf
-Inf,4.82754311981622
-Inf,4.06857688806097
4.35226455934001,Inf
-Inf,4.56649380628674
3.33698096247943,4.75151947901163
-Inf,4.33687827771952
2.58041895544778,3.85083389590805
3.20231898280386,4.02921196904116
-Inf,4.8080319268993
3.32482880254043,4.43761826239826
-Inf,4.65621033109884
3.23409027264997,3.25333329752375
-Inf,4.20981969500917
-Inf,2.69700551890898
3.25730185157792,4.46574360594024
2.88902689440619,4.32356751323318
3.23011373900636,6.97466830096034
2.70225875004465,5.6757069939046
-Inf,4.51442662435402
3.09335788642584,4.31287163195069
3.32869073204337,3.81983014475319
3.41662945689591,4.10057462025719
6.02195587721563,Inf
-Inf,5.1778436712594
-Inf,4.6618628542746
-Inf,3.17626351651603
2.73776102866282,3.82140532750832
-Inf,4.38037529011239
3.92145929394981,Inf
4.14824940604989,Inf
-Inf,6.94430706015387
-Inf,4.47461078471307
3.20999351369049,6.09821786154263
2.89207408749227,4.34274661184414
-Inf,4.46767751085222
4.0288104673425,Inf
3.05934791847778,4.19832698320086
4.50570666848301,5.10652368736603
4.95411329478979,5.03060346237233
3.11311559412534,4.02138725158294
-Inf,4.39777064837684
3.25831660150513,3.6393868763631
-Inf,4.39542910379328
-Inf,4.08916011055555
-Inf,3.15839655755109
2.71381136040657,4.16767431197987
2.9428422735475,4.21687912953607
-Inf,4.41556230350691
-Inf,4.14842023575154
-Inf,4.31441214837995
3.71648257051428,3.80979317910306
2.72425651629038,4.21678932938979
2.70061278234719,3.71146090515936
3.13212812274517,4.20708570267868
-Inf,4.34750336235878
-Inf,3.32739671514217
4.73387789212092,Inf
2.6289531632131,7.451036915553
-Inf,4.38629590733233
2.94555560039725,4.19713011788941
-Inf,4.81054750579702
-Inf,6.51461332889666
-Inf,4.17103710105473
3.00517933935798,4.11646365010215
-Inf,5.46286030401777
