min.log.penalty,max.log.penalty
10.88473,13.38669
10.36011,12.14965
10.59724,12.64884
9.302543,12.61587
11.88041,13.14767
10.5159,12.49736
11.60035,13.72063
9.292796,12.14957
11.86932,12.99514
10.5764,12.67742
11.7497,13.81521
9.599524,12.11411
12.44623,14.16485
10.97604,13.19471
12.81343,15.013
10.03228,12.74719
12.12819,13.74532
10.89132,13.20903
12.3193,12.89825
9.442794,10.99094
11.51113,13.71598
10.82712,12.98994
12.33254,14.07044
9.166846,12.49782
11.78008,13.79031
11.17929,12.91224
11.29596,13.26982
10.64164,13.26959
11.48651,13.43768
10.60264,12.43265
11.16027,13.14411
10.08895,12.93711
11.16974,12.92988
10.21509,11.86366
10.77072,12.65908
9.783069,12.30539
11.21792,13.16558
10.30058,12.04428
10.96277,13.01643
10.14466,12.93241
11.8869,13.60189
10.85916,12.70209
11.31059,13.36754
11.15198,13.50477
11.60747,13.79462
10.875,12.35001
11.63513,13.48457
10.55858,13.21843
11.91031,13.82196
11.06719,13.00401
12.3424,13.66971
11.08558,13.98446
10.78004,12.8242
10.27337,11.70043
10.61083,12.38153
9.070446,12.34881
11.13624,13.35665
10.40397,12.24237
10.68173,12.79698
10.14377,12.95734
11.31661,13.31372
10.43831,12.37218
10.97789,12.7787
10.47139,13.01818
10.83722,12.47874
10.70748,11.66295
10.36884,12.24678
9.917422,12.01329
11.92444,13.79075
12.49027,13.00309
11.00504,12.61262
10.53367,13.14323
10.82154,13.48506
10.54917,12.51996
11.23686,12.95145
11.39871,14.61894
10.26921,13.85461
10.58524,12.52486
12.4033,13.0411
10.6046,14.0772
10.88883,13.68671
11.31831,12.60061
12.32365,12.98555
10.2098,13.11923
