quartile.0%,quartile.25%,quartile.50%,quartile.75%,quartile.100%,mean,sd,mad,bases,sum,loss.0peaks,loss.1peak,loss.diff,log+1.quartile.0%,log+1.quartile.25%,log+1.quartile.50%,log+1.quartile.75%,log+1.quartile.100%,log+1.mean,log+1.sd,log+1.mad,log+1.bases,log+1.sum,log+1.loss.diff,log.bases,log.log.bases
0,0.413165266106443,2.09803921568627,8.52380952380952,31.7254901960784,5.36948607254883,6.87335787977474,2.89044705882353,10233,54945.9509803922,-6.88859059546995,-9.61809264968861,2.72950205421866,0,0.245783840734204,0.889311678526001,1.75481552454085,3.02764529148831,1.45586160144747,1.62816405080037,1.06128332110372,9.23347078936504,10.2648124182815,0.842684546564901,9.23337307108675,2.22282442824373
0,0.00140056022408964,0.07703081232493,0.372899159663866,2.27170868347339,0.297547332185886,0.529126920358015,0.107976470588235,1660,493.928571428572,0.515208892594169,0.410002265849661,0.105206626744508,0,0.000970794370532136,0.0533936903792675,0.24806801077943,1.10551660379796,0.243184527457763,0.408695648748455,0.0662239953798108,7.4151751096133,5.6455973624088,0.0973640516116916,7.41457288135059,2.00344737195519
0.0168067226890756,0.151960784313725,0.643557422969188,22.9383753501401,39.5588235294118,9.7823402088108,14.1089895073424,0.856544117647059,198,1936.90336134454,-13.2418124392055,-15.9958307207098,2.7540182815043,0.0106787380758535,0.0992447422418359,0.388984323138442,2.93652262778646,3.42342110473129,2.17231653810085,2.48091484236717,0.459696196603599,5.29330482472449,7.30554905572876,0.690011548509499,5.28826703069454,1.66549059875827
0.0826330532212885,0.609243697478992,18.2682072829132,33.7566526610644,53.375350140056,19.5139303033041,17.1947580644501,24.7193441176471,186,3629.59103641457,-44.9613353637992,-52.0091941647041,7.0478588009049,0.0542914931515657,0.364594853260611,2.46122393236013,2.9839202177132,3.62503714398146,2.56198307807202,2.49563790211803,2.62310288660364,5.23110861685459,7.62265277096809,1.61309374248874,5.2257466737132,1.65359769170101
0.00140056022408964,0.0266106442577031,0.173669467787115,0.61624649859944,2.08823529411765,0.413029072296553,0.594036784164728,0.213876470588235,689,284.577030812325,0.563719051209394,0.41340378662466,0.150315264584734,0.000970794370532136,0.018042176972251,0.116990211168295,0.391785116245829,1.0300496740244,0.317181281989315,0.443486271168118,0.129939000003116,6.53669159759131,4.98294753811853,0.1330294414231,6.53524127101366,1.87720926621313
0,0.0434173669467787,0.414565826330532,1.14285714285714,4.44677871148459,0.754726415207138,0.949022666346104,0.581411764705882,2577,1944.9299719888,0.654248973175781,0.548675189735142,0.105573783440639,0,0.0296917094186366,0.278801925615881,0.670854565496251,1.59536640830235,0.520348859810265,0.639461347709592,0.354119839585193,7.85476918349913,7.19639029718196,0.0978097302659934,7.85438121065237,2.06107149211218
0,0.00980392156862745,0.194677871148459,0.852941176470588,3.90196078431373,0.551416711583271,0.810152752809164,0.2824,3009,1659.21288515406,0.727716639809829,0.612496395166184,0.115220244643645,0,0.00679556059372495,0.133731669300388,0.536544190583283,1.4996090626251,0.410380532090943,0.57109990870199,0.173201218685659,8.00969535774292,7.03271339731774,0.105755602997996,8.00936307663005,2.08061124189249
0,0.015406162464986,0.175070028011204,0.783613445378151,3.5672268907563,0.501733570609222,0.742731808604904,0.253329411764706,2923,1466.56722689076,0.690670475318889,0.623189306455344,0.0674811688635451,0,0.0106787380758535,0.120140548112938,0.503391435335481,1.4442086181979,0.381722212839957,0.537340777459214,0.155371681468018,7.98070782086967,6.9209414745336,0.0633379683331618,7.98036576511125,2.07698424563829
0,0.0938375350140056,0.550420168067227,2.03641456582633,18.0910364145658,1.90089769167213,3.02085728389763,0.759988235294118,18070,34349.2212885154,-0.529145627810854,-1.54607303372475,1.0169274059139,0,0.0650432228256531,0.353356257492403,0.903399817542895,2.34620325671208,0.814384822980636,1.01090376971205,0.440454558033957,9.80206372239816,9.73838074077524,0.384704764713547,9.80200838358627,2.28258730178043
0,0.0700280112044818,0.337535014005602,1.06582633053221,4.28711484593838,0.687627562200268,0.861963660697515,0.456823529411765,3803,2615.04761904762,0.713547264821431,0.63649892376378,0.0770483410576508,0,0.0481368024587472,0.225573197471426,0.641780005287319,1.57522666912324,0.483717146106317,0.599247348472291,0.280178441991507,8.24380842366528,7.5140518550527,0.0732245585625673,8.24354550792826,2.10943053146583
0,0.0196078431372549,0.246498599439776,0.932773109243698,3.61764705882353,0.597436022379432,0.825203942045743,0.350923529411765,1897,1133.33613445378,0.679440683640921,0.517749101132523,0.161691582508398,0,0.0127852890517306,0.165694891929715,0.569692844507515,1.42057033593625,0.430649297940749,0.572422609266873,0.212139354024842,7.54855597916987,6.6501936561735,0.145124580001578,7.54802896993501,2.02128646559314
0.00840336134453782,0.66281512605042,2.25,4.2906162464986,10.7689075630252,2.74491864005741,2.47616962468146,2.41285882352941,2022,5550.22549019608,-2.02793807559357,-2.47578824541582,0.447850169822249,0.00445105578480104,0.278298316537124,0.754405754334418,1.24665252810666,2.09150565712736,0.979658157848325,1.02435519726356,0.839709711325965,7.61233683716775,7.87451871435903,0.321558745375214,7.61184239958042,2.02970524501311
0.00140056022408964,0.350490196078431,0.775910364145658,1.54131652661064,4.92156862745098,1.09651164054371,1.07097982693284,0.618788235294118,2062,2261.00700280112,0.301411568638196,0.198062397065644,0.103349171572552,0.000970794370532136,0.200192882844931,0.377507355789249,0.706594812037854,1.60497314336368,0.597163600883298,0.669121669867978,0.341396281370233,7.63191651307125,7.04831066794887,0.093946614238322,7.63143166457691,2.0322754639435
