min.log.penalty,max.log.penalty
-Inf,13.6573919891577
8.28573417197531,8.60961186190766
-Inf,12.880635471481
-Inf,13.4098104613156
-Inf,12.1697220444777
-Inf,13.4175302496538
-Inf,13.696995422279
-Inf,12.7041400373297
-Inf,11.9036348646455
9.56225961212846,11.504682479191
8.87330738033082,10.2236147921896
-Inf,10.294588853036
7.63360351019146,8.0784221421656
-Inf,12.629483219058
-Inf,12.8549284355651
8.70681878004936,11.8046664931359
-Inf,12.5145274516146
-Inf,12.7885467225641
-Inf,12.1256947200094
-Inf,11.6982929963209
9.57403637645157,11.2398809985473
-Inf,10.6795937965306
-Inf,7.50046468120749
-Inf,13.45867157151
-Inf,11.1929250816386
-Inf,12.8493350560763
-Inf,13.8993050094834
-Inf,11.3022686530379
-Inf,13.0448657905058
-Inf,9.75190057518022
9.46507597087906,12.0230732706943
-Inf,12.7334915729234
8.5013800550198,11.8292174976114
-Inf,11.9006354578711
-Inf,12.8259345624016
-Inf,12.084262298995
8.51584289383593,11.232759206489
8.27901400187661,10.2951680922069
-Inf,13.4915347431756
7.35516157299593,8.42535773232858
8.10463412368074,11.5544640819217
-Inf,13.8472517869644
-Inf,8.38784579242898
-Inf,10.2058189576936
-Inf,10.6971200874495
-Inf,10.0378801414607
-Inf,13.2184567194101
-Inf,13.5581828034937
-Inf,9.94228771798539
-Inf,11.7610274744406
8.74610033799368,10.2280249044875
9.92118983609236,13.3448933012474
-Inf,14.0408692321807
-Inf,12.7177979647285
-Inf,13.8019555819311
-Inf,14.3389206457084
-Inf,13.283896368378
-Inf,12.5329306866885
10.0537249901067,10.3850352129584
-Inf,11.9246908918042
8.68613440607679,9.56653912653539
-Inf,10.6226016418355
7.40366672144125,8.62848137219604
-Inf,10.4503637763702
9.8152166278149,10.6469649305298
-Inf,10.0675008044055
-Inf,10.7605917415663
-Inf,11.0353225823794
-Inf,10.2355527730993
-Inf,12.6406127076661
9.339841872629,10.7985111305733
-Inf,13.6197691211635
-Inf,10.0938734738335
-Inf,12.4361079875967
-Inf,12.7506070871625
-Inf,11.952494409771
-Inf,13.1458819551639
-Inf,13.7122985264344
-Inf,12.462129612363
8.5245175069066,11.855555306965
-Inf,13.2706596400028
-Inf,11.8492593756205
-Inf,12.6128359278224
-Inf,11.2967282500579
-Inf,12.8724385702985
-Inf,13.1490964153023
