unweighted.quartile.0%,unweighted.quartile.25%,unweighted.quartile.50%,unweighted.quartile.75%,unweighted.quartile.100%,weighted.quartile.0%,weighted.quartile.25%,weighted.quartile.50%,weighted.quartile.75%,weighted.quartile.100%,unweighted.mean,weighted.mean,bases,data,log+1.unweighted.quartile.0%,log+1.unweighted.quartile.25%,log+1.unweighted.quartile.50%,log+1.unweighted.quartile.75%,log+1.unweighted.quartile.100%,log+1.weighted.quartile.0%,log+1.weighted.quartile.25%,log+1.weighted.quartile.50%,log+1.weighted.quartile.75%,log+1.weighted.quartile.100%,log+1.unweighted.mean,log+1.weighted.mean,log+1.bases,log+1.data,log.unweighted.quartile.25%,log.unweighted.quartile.50%,log.unweighted.quartile.75%,log.unweighted.quartile.100%,log.weighted.quartile.100%,log.unweighted.mean,log.weighted.mean,log.bases,log.data,log.log.unweighted.quartile.50%,log.log.unweighted.quartile.75%,log.log.unweighted.quartile.100%,log.log.weighted.quartile.100%,log.log.unweighted.mean,log.log.bases,log.log.data
0,4,8,16,35,0,1,3,7,35,10.2939107496153,5.17123986790754,49965,4549,0,1.6094379124341,2.19722457733622,2.83321334405622,3.58351893845611,0,0.693147180559945,1.38629436111989,2.07944154167984,3.58351893845611,2.42426370875929,1.81989976876784,10.8190980531054,8.422882511945,1.38629436111989,2.07944154167984,2.77258872223978,3.55534806148941,3.55534806148941,2.33155253105652,1.64311247947951,10.8190780392959,8.42266270757,0.732099368086445,1.01978144053823,1.26845296605453,1.26845296605453,0.846534368025294,2.38131106085031,2.1309260143156
0,10,24,56,131,0,4,7,17,131,34.1750269951899,16.0083700440529,49940,10187,0,2.39789527279837,3.2188758248682,4.04305126783455,4.88280192258637,0,1.6094379124341,2.07944154167984,2.89037175789616,4.88280192258637,3.56033637045403,2.83370557842152,10.8185975876621,9.22896583609935,2.30258509299405,3.17805383034795,4.02535169073515,4.87519732320115,4.87519732320115,3.53149517252016,2.77311171320946,10.8185775638338,9.22886767659007,1.15626900640655,1.39261228363358,1.58416058018474,1.58416058018474,1.26172134288875,2.38126480117492,2.2223363623965
0,3,6,11,33,0,1,3,6,33,7.77661381653454,4.28659657818996,50032,3532,0,1.38629436111989,1.94591014905531,2.484906649788,3.52636052461616,0,0.693147180559945,1.38629436111989,1.94591014905531,3.52636052461616,2.17209066315861,1.66517466985739,10.8204380667061,8.16990264735915,1.09861228866811,1.79175946922806,2.39789527279837,3.49650756146648,3.49650756146648,2.05112100135429,1.45549307966321,10.8204180796976,8.16961956172385,0.583198080782659,0.874591382923689,1.25176463074102,1.25176463074102,0.718386473622237,2.38143491220028,2.10042234251524
0,4,11,20,50,0,2,3,7,50,12.7601497832085,6.10886967659302,49968,5074,0,1.6094379124341,2.484906649788,3.04452243772342,3.93182563272433,0,1.09861228866811,1.38629436111989,2.07944154167984,3.93182563272433,2.62177671785355,1.96134325460784,10.8191580921308,8.53208180390999,1.38629436111989,2.39789527279837,2.99573227355399,3.91202300542815,3.91202300542815,2.54632701634371,1.80974176042207,10.8191380795229,8.53188474015923,0.874591382923689,1.09718870036495,1.36405463288845,1.36405463288845,0.934651935070015,2.38131661031212,2.14381029139446
0,8,23,45,96,0,3,6,13,96,29.1727830451757,12.8909123656667,49969,8965,0,2.19722457733622,3.17805383034795,3.8286413964891,4.57471097850338,0,1.38629436111989,1.94591014905531,2.63905732961526,4.57471097850338,3.40694029436494,2.63123483968228,10.8191781043383,9.10119492471538,2.07944154167984,3.13549421592915,3.80666248977032,4.56434819146784,4.56434819146784,3.37323618711659,2.55652259533583,10.8191580921308,9.10108338603923,1.14278680629477,1.33675281830092,1.51827571994606,1.51827571994606,1.21587257649093,2.38131846005184,2.20839345984741
0,8,17,39,84,0,3,6,13,84,24.006875655518,11.731559346468,49944,8581,0,2.19722457733622,2.89037175789616,3.68887945411394,4.44265125649032,0,1.38629436111989,1.94591014905531,2.63905732961526,4.44265125649032,3.21915081327614,2.54408389889851,10.8186776789662,9.05742226555147,2.07944154167984,2.83321334405622,3.66356164612965,4.43081679884331,4.43081679884331,3.17834027496535,2.46228259044289,10.8186576567416,9.05730573580712,1.04141152477478,1.29843580158963,1.48858394603273,1.48858394603273,1.15635913442972,2.3812722044228,2.2035716956749
0,4,7,13,29,0,1,3,6,29,8.90425787827761,4.76434418047515,50090,4157,0,1.6094379124341,2.07944154167984,2.63905732961526,3.40119738166216,0,0.693147180559945,1.38629436111989,1.94591014905531,3.40119738166216,2.29296475339381,1.75169138844256,10.8215966302171,8.33278946841796,1.38629436111989,1.94591014905531,2.56494935746154,3.36729582998647,3.36729582998647,2.18652957562456,1.56115989499492,10.8215766663517,8.33254893925264,0.665729810578276,0.941938734748111,1.21410999791318,1.21410999791318,0.782315618248399,2.38154198057995,2.12016940448016
0,7,16,43,101,0,3,6,11,101,25.96758386732,11.2629904559915,49979,7959,0,2.07944154167984,2.83321334405622,3.78418963391826,4.62497281328427,0,1.38629436111989,1.94591014905531,2.484906649788,4.62497281328427,3.2946355472031,2.50658582050278,10.8193782043889,8.98218427883843,1.94591014905531,2.77258872223978,3.76120011569356,4.61512051684126,4.61512051684126,3.2568489858179,2.42152216968808,10.8193581961856,8.98205864280585,1.01978144053823,1.32473808618053,1.5293379817723,1.5293379817723,1.18076015918228,2.38133695522518,2.1952291035694
0,7,19,38,92,0,2,5,13,92,23.7868156073002,10.6498920345489,50016,6356,0,2.07944154167984,2.99573227355399,3.66356164612965,4.53259949315326,0,1.09861228866811,1.79175946922806,2.63905732961526,4.53259949315326,3.21031188306838,2.45529691254808,10.8201182266234,8.75731184693641,1.94591014905531,2.94443897916644,3.63758615972639,4.52178857704904,4.52178857704904,3.16913146110171,2.36554975450301,10.8200982332212,8.75715452765661,1.07991829952208,1.29132031873981,1.50890761846136,1.50890761846136,1.15345756331372,2.38140535223306,2.16987102657106
0,5,11,23,59,0,3,5,9,59,14.9119339135566,8.27576479062044,49981,6779,0,1.79175946922806,2.484906649788,3.17805383034795,4.0943445622221,0,1.38629436111989,1.79175946922806,2.30258509299405,4.0943445622221,2.76706938829748,2.22740506230384,10.8194182195947,8.82173238093444,1.6094379124341,2.39789527279837,3.13549421592915,4.07753744390572,4.07753744390572,2.70216182617085,2.11333133881974,10.819398212192,8.82158487743097,0.874591382923689,1.14278680629477,1.40549323852561,1.40549323852561,0.994052128999537,2.38134065377473,2.17720154519485
0,3,6,11,26,0,1,3,6,26,7.21828211189913,4.12613875262789,49945,3807,0,1.38629436111989,1.94591014905531,2.484906649788,3.29583686600433,0,0.693147180559945,1.38629436111989,1.94591014905531,3.29583686600433,2.10636119840683,1.63435269597739,10.81869770079,8.24485939591126,1.09861228866811,1.79175946922806,2.39789527279837,3.25809653802148,3.25809653802148,1.97661698995379,1.41734204293188,10.8186776789662,8.2445967563825,0.583198080782659,0.874591382923689,1.18114314080946,1.18114314080946,0.681386792467773,2.38127405513356,2.1095580471603
0,5,11,24,78,0,2,5,9,78,15.5094238975818,7.88954489052556,49966,5624,0,1.79175946922806,2.484906649788,3.2188758248682,4.36944785246702,0,1.09861228866811,1.79175946922806,2.30258509299405,4.36944785246702,2.80393136317312,2.18487585479869,10.8191180665144,8.63497622707262,1.6094379124341,2.39789527279837,3.17805383034795,4.35670882668959,4.35670882668959,2.74144783256447,2.06553845138494,10.8190980531054,8.6347984334905,0.874591382923689,1.15626900640655,1.47171691604964,1.47171691604964,1.00848618688809,2.38131291071136,2.15580036836041
