quartile.0%,quartile.25%,quartile.50%,quartile.75%,quartile.100%,mean,sd,mad,bases,sum,loss.0peaks,loss.1peak,loss.diff,log+1.quartile.0%,log+1.quartile.25%,log+1.quartile.50%,log+1.quartile.75%,log+1.quartile.100%,log+1.mean,log+1.sd,log+1.mad,log+1.bases,log+1.sum,log+1.loss.diff,log.quartile.100%,log.mean,log.sd,log.bases,log.sum,log.log.quartile.100%,log.log.sd,log.log.bases,log.log.sum
0,0.689655172413793,2.27586206896552,5.51724137931035,43.0689655172414,3.9414971064094,4.67604708393864,2.8118275862069,471768,1859472.20689655,-1.4296005272253,-2.43516610038902,1.00556557316372,0,0.468112466853349,1.13559983126436,1.84304737426785,3.74014303778126,1.5774224111548,1.71538743291874,1.29048272898387,13.0642447379894,14.4033555518694,0.671848810695863,3.71497885800067,1.33911235887117,1.51110718654432,13.0642426183057,14.4033549771769,1.30894389897238,0.3976428251165,2.5698789270133,2.66730010563596
0,0.413793103448276,1.41379310344828,3.03448275862069,19.4827586206897,1.9927830742414,2.08268444781081,1.6359724137931,674664,1344459,0.448611157973898,0.390394542718686,0.0582166152552127,0,0.286819522990322,0.837024219068153,1.36485750992133,2.9593773779747,1.07484420269584,1.11120882848288,0.927328352899195,13.4219715503626,14.061291304927,0.0533508653396876,2.90309325796868,0.639320412029847,0.701197670914592,13.4219700681444,14.0612904801743,1.05872914987036,-0.441312380594338,2.59689292167429,2.64316117205844
0,0.793103448275862,2.24137931034483,4.48275862068966,28,3.06765519062013,3.0284292570362,2.40283448275862,715931,2196229.44827586,-0.69296471773306,-0.962007388673905,0.269042670940845,0,0.480296918817803,1.11185968531072,1.62203798470284,3.19113667743614,1.33042274735165,1.31233349959432,1.16878681667164,13.4813404693656,14.4676829651764,0.200556830303369,3.14246614901982,0.986343296483435,0.962660043619836,13.4813390725839,14.4676823690674,1.12827660129236,-0.213038147743424,2.60130643827927,2.67125569445367
0,0.379310344827586,1.41379310344828,2.82758620689655,18.6551724137931,1.90365434695819,1.95666538487708,1.53372413793103,541728,1031262.86206897,0.439123098630346,0.411562299892075,0.0275607987382708,0,0.252997824610608,0.816755713381873,1.2932737953565,2.91627885163199,1.03377603736902,1.06811225310776,0.879826411686209,13.2025211553801,13.7679808286255,0.0235965676824207,2.85728777720973,0.565460375944824,0.635796121429251,13.202519309437,13.7679796853818,1.042236147518,-0.542323465367651,2.58040766815702,2.62191567634989
0,0.896551724137931,2.86206896551724,6.27586206896552,42.7931034482759,4.34443896918017,4.58347246874231,3.16969655172414,988563,4294751.62068965,-2.04199418221064,-2.87078902237858,0.82879484016794,0,0.571841942493092,1.30572652964229,1.9596698005706,3.72332813056987,1.65617884299974,1.69519173447153,1.39058328633823,13.8040086640594,15.2421658007632,0.583878348763914,3.69750623760064,1.43815790014477,1.48502795109052,13.8040076524906,15.2421655526354,1.30349925108916,0.375980836727846,2.62495895960322,2.72392803959033
0,1.17241379310345,2.75862068965517,5.82758620689655,34.0344827586207,4.2047456907799,4.28800593452574,2.70957931034483,275928,1160207.06896552,-1.925568714389,-2.65791318488347,0.732344470494474,0,0.659325482180231,1.20617970417345,1.82541833276264,3.489655286276,1.56964192441387,1.61174887049644,1.22523247923001,12.527898865229,13.810761607583,0.485955956567383,3.45617617803049,1.28286500104574,1.36835748532318,12.5278952411017,13.8107602421474,1.23355623487931,0.240266466998509,2.52795777723246,2.6242563268938
0,1.27586206896552,3.44827586206897,10.5172413793103,45.0344827586207,6.74994666498542,7.48110322381766,4.14105517241379,108294,730978.724137931,-6.02833576403952,-8.43230890309157,2.40397313905205,0,0.723374671964556,1.4332119165843,2.40566331835081,3.77218344627301,2.02007235120707,2.09555854718609,1.58209055002016,11.5926142638716,13.4653763160931,1.16797001950527,3.7475459883021,1.87276981312699,1.95744060785922,11.5926050297923,13.4653748429193,1.31688826320044,0.656795936396366,2.45036739739273,2.59991642122685
0,1,2.82758620689655,6.51724137931035,36.7586206896552,4.5380098041312,4.91437138253707,3.16969655172414,149979,680606.172413793,-2.25448968431297,-3.35311841401292,1.09862872969995,0,0.615583712336662,1.30025739067069,1.98663573595677,3.58162757384406,1.69111770490784,1.75623720873479,1.39058328633823,11.9182572308554,13.3996851784605,0.717002721933518,3.55189044554782,1.48143304987978,1.56090813500317,11.9182505632775,13.3996836131573,1.26322361337351,0.430916574019671,2.47807088604048,2.5950535158235
0,0.172413793103448,1.06896551724138,2.68965517241379,18.3103448275862,1.77350548240288,2.06907529578112,1.38035172413793,210152,372705.724137931,0.388822123813156,0.210852489875294,0.177969633937862,0,0.109588063115446,0.623278317554393,1.21613868989178,2.86955041095445,0.947313826693055,1.07437168765112,0.755342542846734,12.2555911158489,12.6348156629325,0.137478086938635,2.8054995398926,0.379225169595721,0.627303436893552,12.2555863573996,12.6348115269954,1.01886058931005,-0.730924945201951,2.50598186221651,2.53514653762261
0,0.344827586206897,1.55172413793103,3.68965517241379,25.9655172413793,2.52382561668708,2.83928784780858,1.73822068965517,309370,780795.931034483,-0.109373854157359,-0.464311921017213,0.354938066859854,0,0.229096197694747,0.872253572431325,1.48448681068338,3.0966197000355,1.20021702736095,1.25820780619658,0.954428541152785,12.6422964829286,13.4518530722688,0.232429306273337,3.04335047715955,0.809558230521216,0.887475043908421,12.6422932505583,13.4518514810795,1.09554408896783,-0.288008757854487,2.53704780031313,2.59851536672945
0,0.586206896551724,1.79310344827586,4.51724137931035,35.3103448275862,3.24726116441172,3.96143245733248,2.45395862068966,289089,938747.482758621,-0.583024585033161,-1.3882607285539,0.805236143520738,0,0.396407586105769,0.992618432527768,1.68024435236008,3.53598285603753,1.43091315205415,1.57854144607126,1.19568906046656,12.574493337299,13.725053209804,0.570092864100593,3.50488716526741,1.15056220315938,1.33930151307834,12.5744898781626,13.725052081322,1.24980165121104,0.26801714727787,2.53167014881407,2.6190684195729
0,0.413793103448276,1.58620689655172,3.03448275862069,21.3448275862069,2.1551862267162,2.20346687220238,1.6359724137931,544218,1172891.13793103,0.337573130177567,0.311093387481761,0.0264797426958062,0,0.286819522990322,0.888888956888025,1.35228360945278,3.06217283383796,1.1283052872375,1.15497912249568,0.912119508036339,13.2071070183565,13.9263946368667,0.0254459255220174,3.01176352115404,0.719288505629151,0.770019764354405,13.2071051808593,13.9263936864884,1.09671054679356,-0.305229067781045,2.58075495605352,2.63350270709663
0,1.41379310344828,3.24137931034483,6.93103448275862,39.2068965517241,5.00233847036363,5.07824791159818,3.27194482758621,198612,993524.448275862,-2.98376347528395,-3.92583584034681,0.94207236506286,0,0.756378559081604,1.36150703583672,1.99977576539598,3.62576525710297,1.73290565432252,1.75941090121078,1.38906548969059,12.1991134866584,13.7159530526216,0.600043837341376,3.59675514711919,1.51684334633795,1.55832179905996,12.1991084517285,13.7159517980665,1.27427659284756,0.412141594618422,2.50136287134174,2.61796565768265
0,1.06896551724138,3.03448275862069,6.96551724137931,38.2068965517241,4.90518475570594,5.23135298672295,3.27194482758621,284285,1394470.44827586,-2.71397528410244,-3.72067916733587,1.00670388323343,0,0.641749719753121,1.34458900423505,2.03757983209917,3.59593490556361,1.74266174413117,1.77439995629512,1.40729765839874,12.55773605267,14.0982519298568,0.620850445403305,3.5660065952212,1.54051859721849,1.57583661300721,12.5577325350794,14.0982511322979,1.26544554727115,0.422012989505968,2.53033661409589,2.64578301979103
0,1.13793103448276,2.6551724137931,5.4051724137931,26.7241379310345,3.77922617837808,3.61509589320032,2.8118275862069,108242,409071,-1.36780725088809,-1.83237102108289,0.464563770194799,0,0.695411561060544,1.24757484158815,1.8117395251607,3.21852722077388,1.53076850254707,1.46749258217395,1.28009691279078,11.5921339786468,12.86711666345,0.294892315302752,3.17396753052815,1.27498919672317,1.18618189330945,11.5921247401315,12.8671139368546,1.14553091838354,0.112237731735479,2.45032596584139,2.55434314529582
0,1.44827586206897,3.3448275862069,6.3448275862069,44.2413793103448,4.65407435445985,4.68757721339194,3.22082068965517,503867,2345034.48275862,-2.6238632589324,-3.24503647439352,0.621173215461111,0,0.814919695639845,1.40189044892137,1.9571926342389,3.76191370247559,1.69998793491802,1.71077495136938,1.38584422138662,13.1300696079886,14.6197518627332,0.463258845918798,3.73718845840967,1.48968377083035,1.50361787374377,13.1300676233398,14.6197513941702,1.31461198234272,0.387735113157366,2.57490483859389,2.68215336684456
0,0.344827586206897,1.27586206896552,2.58620689655172,15.448275862069,1.76499945109381,1.87468033317776,1.38035172413793,153597,271098.620689655,0.607231226557662,0.601358251020634,0.00587297553702752,0,0.239016269158602,0.761257854332421,1.22996016490656,2.7453869199346,0.990664798211529,1.04060950650558,0.816177922298157,11.9420940787776,12.4421224101513,0.00581969980066816,2.67515201916289,0.500030599194724,0.591922332101821,11.942087568255,12.4421181674497,0.975570473474641,-0.685178951003161,2.48006893089435,2.52062790804965
0,0.517241379310345,1.79310344827586,3.82758620689655,19.9655172413793,2.68934877071279,2.85310163141935,1.99384137931034,57621,154962.965517241,-0.335509691146811,-0.637447174856932,0.301937483710121,0,0.328764189346339,0.957940008630911,1.49987602111884,2.86588188208256,1.22781832376064,1.25281662652583,1.03998431069789,10.9616597182062,11.8041839456945,0.204224003876426,2.79892450874901,0.842533151722642,0.876880401720388,10.961642363573,11.8041755152956,1.00996492883386,-0.310195475123494,2.39440212098434,2.46749110370953
