unweighted.quartile.0%,unweighted.quartile.25%,unweighted.quartile.50%,unweighted.quartile.75%,unweighted.quartile.100%,weighted.quartile.0%,weighted.quartile.25%,weighted.quartile.50%,weighted.quartile.75%,weighted.quartile.100%,unweighted.mean,weighted.mean,bases,data,log+1.unweighted.quartile.0%,log+1.unweighted.quartile.25%,log+1.unweighted.quartile.50%,log+1.unweighted.quartile.75%,log+1.unweighted.quartile.100%,log+1.weighted.quartile.0%,log+1.weighted.quartile.25%,log+1.weighted.quartile.50%,log+1.weighted.quartile.75%,log+1.weighted.quartile.100%,log+1.unweighted.mean,log+1.weighted.mean,log+1.bases,log+1.data,log.unweighted.quartile.25%,log.unweighted.quartile.50%,log.unweighted.quartile.75%,log.unweighted.quartile.100%,log.weighted.quartile.100%,log.unweighted.mean,log.weighted.mean,log.bases,log.data,log.log.unweighted.quartile.50%,log.log.unweighted.quartile.75%,log.log.unweighted.quartile.100%,log.log.weighted.quartile.100%,log.log.unweighted.mean,log.log.weighted.mean,log.log.bases,log.log.data
0,3,7,14,57,0,0,2,5,57,9.42952654732349,3.91127970162147,849659,45918,0,1.38629436111989,2.07944154167984,2.70805020110221,4.06044301054642,0,0,1.09861228866811,1.79175946922806,4.06044301054642,2.34464087462892,1.59153453954269,13.6525915484452,10.7346342537528,1.09861228866811,1.94591014905531,2.63905732961526,4.04305126783455,4.04305126783455,2.24384588831427,1.36386460986703,13.6525903715031,10.734612476038,0.665729810578276,0.970421781277365,1.39699967121997,1.39699967121997,0.808191308080256,0.310322294866433,2.61392927443286,2.37347333156765
0,3,6,12,39,0,1,2,5,39,7.94018290576535,3.7886695547686,849693,55001,0,1.38629436111989,1.94591014905531,2.56494935746154,3.68887945411394,0,0.693147180559945,1.09861228866811,1.79175946922806,3.68887945411394,2.190556048234,1.56625261809624,13.6526315636509,10.9151248271898,1.09861228866811,1.79175946922806,2.484906649788,3.66356164612965,3.66356164612965,2.07193631098432,1.33201491650688,13.652630386756,10.9151066458675,0.583198080782659,0.910235093365326,1.29843580158963,1.29843580158963,0.728483585982885,0.286692770634235,2.61393220539271,2.39014776053297
0,3,5,9,37,0,1,2,5,37,6.16982844862722,3.4444768717866,849763,53978,0,1.38629436111989,1.79175946922806,2.30258509299405,3.63758615972639,0,0.693147180559945,1.09861228866811,1.79175946922806,3.63758615972639,1.96988172805294,1.49166217290309,13.6527139428566,10.8963503610206,1.09861228866811,1.6094379124341,2.19722457733622,3.61091791264422,3.61091791264422,1.81967103341847,1.23677204149427,13.6527127660586,10.8963318351261,0.475884995327111,0.787195008176644,1.28396200945433,1.28396200945433,0.598655733882326,0.21250479307665,2.61393823932549,2.38842620370903
0,3,5,10,32,0,1,2,4,32,6.90261040156944,3.24309835716362,849689,49954,0,1.38629436111989,1.79175946922806,2.39789527279837,3.49650756146648,0,0.693147180559945,1.09861228866811,1.6094379124341,3.49650756146648,2.06719313547123,1.44529374699408,13.6526268560628,10.8188778791671,1.09861228866811,1.6094379124341,2.30258509299405,3.46573590279973,3.46573590279973,1.93189965912663,1.17652915593206,13.6526256791623,10.8188578609505,0.475884995327111,0.834032445247956,1.24292499185244,1.24292499185244,0.658503798171734,0.162568710800917,2.61393186058043,2.38129070970903
0,4,7,14,46,0,2,3,6,46,9.62247131038164,5.04871363659366,849721,74940,0,1.6094379124341,2.07944154167984,2.70805020110221,3.85014760171006,0,1.09861228866811,1.38629436111989,1.94591014905531,3.85014760171006,2.36297169216832,1.79984562738484,13.6526645161476,11.2244564162672,1.38629436111989,1.94591014905531,2.63905732961526,3.8286413964891,3.8286413964891,2.26410112465733,1.61913348541224,13.6526633392914,11.2244430723477,0.665729810578276,0.970421781277365,1.34251001349688,1.34251001349688,0.817177825711503,0.481891120593986,2.61393461902984,2.41809381746184
0,3,8,16,63,0,1,2,5,63,10.6875096495291,4.40393016440003,849939,58293,0,1.38629436111989,2.19722457733622,2.83321334405622,4.15888308335967,0,0.693147180559945,1.09861228866811,1.79175946922806,4.15888308335967,2.45852072024262,1.68712649706849,13.6529210377397,10.9732544510904,1.09861228866811,2.07944154167984,2.77258872223978,4.14313472639153,4.14313472639153,2.36907573714239,1.48249736142318,13.6529198611854,10.9732372965191,0.732099368086445,1.01978144053823,1.42145268160866,1.42145268160866,0.862499894755269,0.393728072072428,2.613953408,2.39545933526642
0,4,9,18,70,0,1,3,7,70,11.9068125135545,5.48582457090068,849745,73776,0,1.6094379124341,2.30258509299405,2.94443897916644,4.26267987704132,0,0.693147180559945,1.38629436111989,2.07944154167984,4.26267987704132,2.55775527379687,1.86961896017131,13.6526927602804,11.2088023088981,1.38629436111989,2.19722457733622,2.89037175789616,4.24849524204936,4.24849524204936,2.47711071644388,1.70216741440672,13.6526915834575,11.2087887544465,0.787195008176644,1.06138512980168,1.44656485954777,1.44656485954777,0.907092847305593,0.531902388655025,2.61393668779373,2.41669818079539
0,2,4,7,26,0,1,2,3,26,4.78388067512757,2.4051331418222,849733,38215,0,1.09861228866811,1.6094379124341,2.07944154167984,3.29583686600433,0,0.693147180559945,1.09861228866811,1.38629436111989,3.29583686600433,1.75507485447899,1.22528404069376,13.6526786383137,10.5510095550698,0.693147180559945,1.38629436111989,1.94591014905531,3.25809653802148,3.25809653802148,1.5652520738472,0.877605262450422,13.6526774614742,10.550983387677,0.326634259978281,0.665729810578276,1.18114314080946,1.18114314080946,0.448046880572739,-0.130558373627948,2.61393565341962,2.35621906768018
0,2,4,8,32,0,0,1,3,32,5.55013826616909,2.39382847404325,849644,37247,0,1.09861228866811,1.6094379124341,2.19722457733622,3.49650756146648,0,0,0.693147180559945,1.38629436111989,3.49650756146648,1.87948615876315,1.22195862753944,13.6525738941689,10.5253535310911,0.693147180559945,1.38629436111989,2.07944154167984,3.46573590279973,3.46573590279973,1.71382284027128,0.872893956299601,13.652572717206,10.5253266836517,0.326634259978281,0.732099368086445,1.24292499185244,1.24292499185244,0.538726454431715,-0.13594120096786,2.61392798132232,2.35378441791351
0,3,6,10,39,0,1,3,5,39,7.16547827714719,3.94209063153955,849638,58763,0,1.38629436111989,1.94591014905531,2.39789527279837,3.68887945411394,0,0.693147180559945,1.38629436111989,1.79175946922806,3.68887945411394,2.09991530120992,1.59778844643904,13.6525668323711,10.9812847014903,1.09861228866811,1.79175946922806,2.30258509299405,3.66356164612965,3.66356164612965,1.96927481092214,1.37171119972436,13.6525656553999,10.9812676841241,0.583198080782659,0.834032445247956,1.29843580158963,1.29843580158963,0.677665358695287,0.316059011318614,2.61392746407124,2.39619088334461
