quartile.0%,quartile.25%,quartile.50%,quartile.75%,quartile.100%,mean,sd,mad,bases,sum,loss.0peaks,loss.1peak,loss.diff,log+1.quartile.0%,log+1.quartile.25%,log+1.quartile.50%,log+1.quartile.75%,log+1.quartile.100%,log+1.mean,log+1.sd,log+1.mad,log+1.bases,log+1.sum,log+1.loss.diff,log.bases,log.log.bases
0,1.86486486486487,4.08108108108108,8.45945945945946,32,5.97011339431986,5.82222085900866,3.96695675675676,10113,60375.7567567568,-5.86770426718151,-7.19942552615299,1.33172125897147,0,0.863987643464265,1.43027715620996,2.03130189026451,3.33565750946368,1.77577855618577,1.78886207805466,1.43389630794791,9.22167588163993,10.7530283064354,0.725144901647904,9.22157700390217,2.22154606458053
0,0.513513513513514,1.2972972972973,3.02702702702703,12.4054054054054,2.10458022830372,2.2286231620753,1.40245945945946,7638,16074.7837837838,0.342400595333289,0.0872335163033698,0.255167079029919,0,0.348165252923978,0.723205648723363,1.33588608077746,2.53066122991502,1.09489068289576,1.14739353606064,0.764791133116415,8.94102198354136,9.57816127025109,0.212117028789717,8.94089106778546,2.19063525623029
0,0.297297297297297,1.24324324324324,2.97297297297297,9.24324324324324,1.97167925105262,2.17217972871052,1.44252972972973,2298,4530.91891891892,0.027712682629935,-0.472046230531586,0.499758913161521,0,0.206070783409713,0.652526940468149,1.16711244761022,2.13993922947322,0.964426554967114,1.04555230495166,0.719254885329194,7.74022952476318,8.08151319404042,0.33449493720004,7.7397944584087,2.04637513148788
0,0.189189189189189,0.837837837837838,2.18918918918919,8.5945945945946,1.51475161499414,1.82757544399151,0.961686486486487,3711,5621.24324324324,0.474726266965436,0.217573328496074,0.257152938469362,0,0.123360761931563,0.494882088659194,1.05949976730737,2.14567212412054,0.847802257042502,0.970219012069944,0.54998891125743,8.21932609390609,8.43853933170855,0.181408076415838,8.2190566610606,2.10645544105434
0,0.756756756756757,1.83783783783784,4.05405405405405,80.9189189189189,4.45736607977272,9.3853811565239,1.84323243243243,19521,87012.2432432432,-2.49607566296903,-2.9097593822821,0.413683719313064,0,0.493443047726253,0.966438603876351,1.58406408280165,4.04558806866177,1.6388007537655,2.08042305383895,0.975523237818651,9.87929731373491,11.2867263990901,0.273998703311955,9.87924608816309,2.29043620198218
0.108108108108108,1.32432432432432,2.74324324324324,5.68243243243243,18,4.50678526627894,4.73714236095932,2.2239,948,4272.43243243243,-3.22690111720745,-4.9024447992539,1.67554368204644,0.0671596391834595,0.697679659295232,1.18142455425652,1.74776742577708,2.57730432427665,1.53987756591155,1.44773778468475,1.06466899609818,6.85540879860993,8.0759568088956,0.651948907365588,6.85435450225502,1.9248841440663
0.027027027027027,0.513513513513514,1.35135135135135,2.89189189189189,8,1.95912736933531,1.89014198463621,1.32231891891892,1587,3109.13513513514,0.304426716549944,-0.0466367616886354,0.351063478238579,0.0187337075827012,0.329431545341277,0.737011746662985,1.23092328264486,2.10102846381803,1.01969546283155,1.02358372214685,0.735410210712267,7.37023064180708,7.69850873404843,0.261804307107605,7.36960072052641,1.99736352841431
0,1.72972972972973,4.81081081081081,18.9189189189189,133.891891891892,16.8164948629844,26.1503203057169,5.73004864864865,6324,106347.513513514,-31.6012787068108,-41.6478582073646,10.0465795005538,0,0.915165090771327,1.66892442381591,2.78436553083856,4.45659198438306,2.62505774446632,2.90633300057693,1.79545040922497,8.75226531359572,11.2848689993912,1.9192612988156,8.75210719832936,2.16929449404261
0,1.2972972972973,3.08108108108108,7.65540540540541,26.7297297297297,5.49322083277307,6.1315846261128,3.04534054054054,2412,13249.6486486486,-4.17064486642016,-6.26784192018407,2.09719705376391,0,0.741939356306065,1.32875187683599,2.06324290490126,3.15829829870805,1.79545760493026,1.83018409910378,1.31580538816312,7.78862606562503,9.37879192321956,0.958241486234298,7.78821155784708,2.05261125173359
0,0.0810810810810811,0.810810810810811,1.94594594594595,12.6756756756757,1.33394398412206,1.69130690547634,1.00175675675676,35378,47192.2702702703,0.716753424495407,0.673302761347395,0.0434506631480119,0,0.0562011227481037,0.507584889449619,1.00883362868483,2.56937965057131,0.818692772936237,0.977540560331261,0.590555322985057,10.4738737027581,10.6482910239069,0.0402021197714624,10.4738454370035,2.34888123892232
